kdrama_name,tags
My Golden Life, fatherdaughter relationship
My Golden Life, nice male lead
My Golden Life, badass female lead
My Golden Life, smart female lead
My Golden Life, forbidden love
My Golden Life, depression
My Golden Life, smart male lead
My Golden Life, sibling rivalry 
The 1st Shop of Coffee Prince,crossdressing
The 1st Shop of Coffee Prince, hidden identity
The 1st Shop of Coffee Prince, bossemployee relationship
The 1st Shop of Coffee Prince, hardworking female lead
The 1st Shop of Coffee Prince, strong female lead
The 1st Shop of Coffee Prince, bromance
The 1st Shop of Coffee Prince, eccentric female lead
The 1st Shop of Coffee Prince, love square
The 1st Shop of Coffee Prince, gender bender
The 1st Shop of Coffee Prince, family pressure 
Bridal Mask,japanese colonial rule
Bridal Mask, hidden identity
Bridal Mask, rebellion
Bridal Mask, revenge
Bridal Mask, love triangle
Bridal Mask, murder
Bridal Mask, first love
Bridal Mask, adapted from a manhwa
Bridal Mask, investigation
Bridal Mask, drama 
"Father, I'll Take Care of You",brothersister relationship
"Father, I'll Take Care of You", workplace romance
"Father, I'll Take Care of You", revenge
"Father, I'll Take Care of You", lost child
"Father, I'll Take Care of You", nice male lead 
A Love So Beautiful,unrequited love
A Love So Beautiful, first love
A Love So Beautiful, doctor male lead
A Love So Beautiful, height difference
A Love So Beautiful, bright female lead
A Love So Beautiful, female chases male first
A Love So Beautiful, adapted from a novel
A Love So Beautiful, love triangle
A Love So Beautiful, smart male lead
A Love So Beautiful, high school 
Mystic Pop-up Bar,afterlife
Mystic Pop-up Bar, tragic past
Mystic Pop-up Bar, grudge
Mystic Pop-up Bar, hottempered female lead
Mystic Pop-up Bar, spirit
Mystic Pop-up Bar, adapted from a webtoon
Mystic Pop-up Bar, special power
Mystic Pop-up Bar, flashback to past
Mystic Pop-up Bar, food
Mystic Pop-up Bar, innocent male lead 
The Smile Has Left Your Eyes,antihero
The Smile Has Left Your Eyes, psychological
The Smile Has Left Your Eyes, murder
The Smile Has Left Your Eyes, tragic past
The Smile Has Left Your Eyes, smart male lead
The Smile Has Left Your Eyes, investigation
The Smile Has Left Your Eyes, eccentric male lead
The Smile Has Left Your Eyes, cold manwarm woman
The Smile Has Left Your Eyes, orphan male lead
The Smile Has Left Your Eyes, melodrama 
My Secret Terrius,corruption
My Secret Terrius, strong female lead
My Secret Terrius, hidden identity
My Secret Terrius, tragic past
My Secret Terrius, character development
My Secret Terrius, teamwork
My Secret Terrius, single mother
My Secret Terrius, nice male lead
My Secret Terrius, spy male lead
My Secret Terrius, undercover agent male lead 
School 2017,high school
School 2017, school problems
School 2017, friendship
School 2017, bromance
School 2017, school bullying
School 2017, slow burn romance
School 2017, aggressive male lead
School 2017, character development
School 2017, first love
School 2017, rich male lead 
Doctor John,incurable disease
Doctor John, eccentric male lead
Doctor John, euthanasia
Doctor John, hardworking male lead
Doctor John, ptsd
Doctor John, secret
Doctor John, trauma
Doctor John, tragic past
Doctor John, studentteacher relationship
Doctor John, adapted from a novel 
More Than Friends,multiple couples
More Than Friends, first love
More Than Friends, love triangle
More Than Friends, unrequited love
More Than Friends, sismance
More Than Friends, misunderstanding
More Than Friends, secret crush
More Than Friends, female chases male first
More Than Friends, calligrapher
More Than Friends, photographer 
Designated Survivor: 60 Days,power struggle
Designated Survivor: 60 Days, conspiracy
Designated Survivor: 60 Days, blue house
Designated Survivor: 60 Days, lying
Designated Survivor: 60 Days, social commentary
Designated Survivor: 60 Days, terrorism
Designated Survivor: 60 Days, deception
Designated Survivor: 60 Days, national intelligence service
Designated Survivor: 60 Days, national assembly
Designated Survivor: 60 Days, death 
Bad Guys,murder
Bad Guys, teamwork
Bad Guys, strong male lead
Bad Guys, smart male lead
Bad Guys, skilled killer
Bad Guys, violence
Bad Guys, death
Bad Guys, revenge
Bad Guys, detective male lead
Bad Guys, bromance 
Yeopgijeogin Geunyeo,joseon dynasty
Yeopgijeogin Geunyeo, sassy female lead
Yeopgijeogin Geunyeo, lovehate relationship
Yeopgijeogin Geunyeo, princess female lead
Yeopgijeogin Geunyeo, historical fiction
Yeopgijeogin Geunyeo, royalty
Yeopgijeogin Geunyeo, smart male lead
Yeopgijeogin Geunyeo, preproduced
Yeopgijeogin Geunyeo, tomboy
Yeopgijeogin Geunyeo, nice male lead 
When the Camellia Blooms,mystery
When the Camellia Blooms, motherhood
When the Camellia Blooms, motherson relationship
When the Camellia Blooms, hardworking female lead
When the Camellia Blooms, dorky male lead
When the Camellia Blooms, male chases female first
When the Camellia Blooms, nice male lead
When the Camellia Blooms, independent female lead
When the Camellia Blooms, nice female lead
When the Camellia Blooms, motherdaughter relationship 
My Strange Hero,studentteacher relationship
My Strange Hero, corruption
My Strange Hero, second chance romance
My Strange Hero, evil parental figure
My Strange Hero, wrongfully accused
My Strange Hero, student
My Strange Hero, nice male lead
My Strange Hero, revenge
My Strange Hero, high school
My Strange Hero, school problems 
Misty,strong female lead
Misty, badass female lead
Misty, infidelity
Misty, murder
Misty, smart male lead
Misty, misunderstanding
Misty, suspense
Misty, eccentric female lead
Misty, marriage
Misty, calm female lead 
Mom,motherdaughter relationship
Mom, nice female lead
Mom, death
Mom, reincarnation
Mom, sismance
Mom, ghost
Mom, heartbreak
Mom, remarriage
Mom, fatherdaughter relationship
Mom, nice stepmother 
Naesungjukin Boseu,social anxiety disorder
Naesungjukin Boseu, bossemployee relationship
Naesungjukin Boseu, healing
Naesungjukin Boseu, nice male lead
Naesungjukin Boseu, eccentric male lead
Naesungjukin Boseu, tragic past
Naesungjukin Boseu, rich male lead
Naesungjukin Boseu, trauma
Naesungjukin Boseu, sassy female lead
Naesungjukin Boseu, steamy kiss 
Find Me in Your Memory,hyperthymesia
Find Me in Your Memory, female chases male first
Find Me in Your Memory, nice female lead
Find Me in Your Memory, healing
Find Me in Your Memory, smart male lead
Find Me in Your Memory, trauma
Find Me in Your Memory, positive female lead
Find Me in Your Memory, nice male lead
Find Me in Your Memory, ptsd
Find Me in Your Memory, entertainment industry 
Adult Trainee,miniseries
Adult Trainee, web series
Adult Trainee, steamy kiss
Adult Trainee, multiple mains
Adult Trainee, friends to lovers
Adult Trainee, mild sexual content
Adult Trainee, fake relationship 
Bloody Heart,power struggle
Bloody Heart, strong female lead
Bloody Heart, royalty
Bloody Heart, joseon dynasty
Bloody Heart, revenge
Bloody Heart, palace setting
Bloody Heart, queen dowager supporting character
Bloody Heart, concubine female lead
Bloody Heart, king male lead
Bloody Heart, historical fiction 
Cheese in the Trap,adapted from a webtoon
Cheese in the Trap, rich male lead
Cheese in the Trap, stalking
Cheese in the Trap, possessive male lead
Cheese in the Trap, love triangle
Cheese in the Trap, male chases female first
Cheese in the Trap, university
Cheese in the Trap, rich manpoor woman
Cheese in the Trap, hardworking female lead
Cheese in the Trap, smart female lead 
Familiar Wife,time travel
Familiar Wife, marriage
Familiar Wife, second chance romance
Familiar Wife, failing marriage
Familiar Wife, office worker
Familiar Wife, motherdaughter relationship
Familiar Wife, divorce
Familiar Wife, brothersister relationship
Familiar Wife, female chases male first
Familiar Wife, first love 
High Society,secondary couple
High Society, second chance romance
High Society, steamy kiss
High Society, sismance
High Society, rich womanpoor man
High Society, seaside setting
High Society, heiress female lead
High Society, ambitious male lead
High Society, smart male lead
High Society, mean mother 
Shine or Go Crazy,power struggle
Shine or Go Crazy, goryeo dynasty
Shine or Go Crazy, king male lead
Shine or Go Crazy, emperor male lead
Shine or Go Crazy, princess female lead
Shine or Go Crazy, prince male lead
Shine or Go Crazy, historical figure
Shine or Go Crazy, historical fiction
Shine or Go Crazy, royalty
Shine or Go Crazy, strong male lead 
Racket Boys,badminton
Racket Boys, sport club
Racket Boys, boarding house
Racket Boys, rural life
Racket Boys, working mom
Racket Boys, tough female lead
Racket Boys, tough male lead
Racket Boys, slight romance
Racket Boys, multiple mains
Racket Boys, carefree female lead 
"Now, We Are Breaking Up",older womanyounger man
"Now, We Are Breaking Up", forbidden love
"Now, We Are Breaking Up", smart male lead
"Now, We Are Breaking Up", cold female lead
"Now, We Are Breaking Up", age gap drama life
"Now, We Are Breaking Up", age gap real life
"Now, We Are Breaking Up", smart female lead
"Now, We Are Breaking Up", steamy kiss
"Now, We Are Breaking Up", photography
"Now, We Are Breaking Up", multiple couples 
Investigation Partners,forensic medical examiner male lead
Investigation Partners, prosecutor female lead
Investigation Partners, forensic science
Investigation Partners, lieutenant supporting character
Investigation Partners, serial killer supporting character
Investigation Partners, detective fiction
Investigation Partners, criminal supporting character
Investigation Partners, age gap drama life
Investigation Partners, age gap real life
Investigation Partners, warm female lead 
A Wonderful Sight,female antagonist
A Wonderful Sight, eccentric female lead
A Wonderful Sight, investigation
A Wonderful Sight, investigator female lead
A Wonderful Sight, investigation team
A Wonderful Sight, smart female lead
A Wonderful Sight, alcoholic female lead
A Wonderful Sight, murder
A Wonderful Sight, tragic past
A Wonderful Sight, suspense 
Nothing to Lose,slice of life
Nothing to Lose, slow romance
Nothing to Lose, slow burn story
Nothing to Lose, bromance
Nothing to Lose, love triangle
Nothing to Lose, coworkers relationship
Nothing to Lose, workplace setting
Nothing to Lose, courtroom setting
Nothing to Lose, hottempered female lead
Nothing to Lose, eccentric female lead 
River Where the Moon Rises,strong female lead
River Where the Moon Rises, smart female lead
River Where the Moon Rises, three kingdoms of korea
River Where the Moon Rises, female lead action scenes
River Where the Moon Rises, revenge
River Where the Moon Rises, skilled killer
River Where the Moon Rises, war
River Where the Moon Rises, goguryeo dynasty
River Where the Moon Rises, amnesia
River Where the Moon Rises, nice male lead 
Woori the Virgin,pregnancy
Woori the Virgin, independent female lead
Woori the Virgin, grandmagranddaughter relationship
Woori the Virgin, unexpected pregnancy
Woori the Virgin, motherdaughter relationship
Woori the Virgin, rich male lead
Woori the Virgin, screenwriter female lead
Woori the Virgin, fatherdaughter relationship
Woori the Virgin, love triangle
Woori the Virgin, nonmdl remake 
Rookie Cops,hardship
Rookie Cops, police academy
Rookie Cops, student
Rookie Cops, campus setting
Rookie Cops, chasing a dream
Rookie Cops, university
Rookie Cops, ambition
Rookie Cops, coming of age
Rookie Cops, character development
Rookie Cops, school 
Jirisan,rescue
Jirisan, rescue team
Jirisan, supernatural power
Jirisan, flashback to past
Jirisan, teamwork
Jirisan, forest ranger
Jirisan, strong female lead
Jirisan, suspense
Jirisan, murder
Jirisan, nice male lead 
Cunning Single Lady,second chance romance
Cunning Single Lady, rich male lead
Cunning Single Lady, successful male lead
Cunning Single Lady, love triangle
Cunning Single Lady, second chance
Cunning Single Lady, exspouse relationship
Cunning Single Lady, flashback to past
Cunning Single Lady, workplace romance
Cunning Single Lady, childish male lead
Cunning Single Lady, oblivious male lead 
The Ghost Detective,strong female lead
The Ghost Detective, female antagonist
The Ghost Detective, ghostseeing female lead
The Ghost Detective, tragic past
The Ghost Detective, death of a sister
The Ghost Detective, investigator male lead
The Ghost Detective, cheerful female lead
The Ghost Detective, spirit possession
The Ghost Detective, workplace romance
The Ghost Detective, nice female lead 
Tell Me What You Saw,murder
Tell Me What You Saw, strong female lead
Tell Me What You Saw, photographic memory
Tell Me What You Saw, tragic past
Tell Me What You Saw, trauma
Tell Me What You Saw, disability
Tell Me What You Saw, revenge
Tell Me What You Saw, hardworking female lead
Tell Me What You Saw, police department setting
Tell Me What You Saw, death of a fianc 
Dakteoseu,older manyounger woman
Dakteoseu, studentteacher relationship
Dakteoseu, revenge
Dakteoseu, nice male lead
Dakteoseu, calm male lead
Dakteoseu, badass female lead
Dakteoseu, reverseharem
Dakteoseu, strong female lead
Dakteoseu, male chases female first
Dakteoseu, tragic past 
Strongest Deliveryman,debt
Strongest Deliveryman, secondary couple
Strongest Deliveryman, nice male lead
Strongest Deliveryman, love triangle
Strongest Deliveryman, deliverywoman female lead
Strongest Deliveryman, deliveryman male lead
Strongest Deliveryman, chasing a dream
Strongest Deliveryman, hardworking male lead
Strongest Deliveryman, hardworking female lead
Strongest Deliveryman, hottempered male lead 
Becoming Witch,female centered plot
Becoming Witch, married female lead
Becoming Witch, housewife female lead
Becoming Witch, married life
Becoming Witch, extramarital affair
Becoming Witch, rich family
Becoming Witch, black comedy
Becoming Witch, infidelity
Becoming Witch, divorce
Becoming Witch, revenge 
Rugal,power struggle
Rugal, human experimentation
Rugal, hottempered male lead
Rugal, adapted from a webtoon
Rugal, biotechnology
Rugal, skilled killer
Rugal, revenge
Rugal, strong male lead
Rugal, wrongfully accused
Rugal, bromance 
Where Stars Land,cold manwarm woman
Where Stars Land, teamwork
Where Stars Land, flashback to past
Where Stars Land, male chases female first
Where Stars Land, customer service staff
Where Stars Land, security guard
Where Stars Land, clumsy female lead
Where Stars Land, airhead female lead
Where Stars Land, steamy kiss
Where Stars Land, reserved male lead 
Still 17,cohabitation
Still 17, healing
Still 17, first love
Still 17, coma
Still 17, tragic past
Still 17, naive female lead
Still 17, nice female lead
Still 17, trauma
Still 17, eccentric male lead
Still 17, nice male lead 
"It's Okay, That's Love",strong female lead
"It's Okay, That's Love", psychiatry
"It's Okay, That's Love", trauma
"It's Okay, That's Love", healing
"It's Okay, That's Love", adult romance
"It's Okay, That's Love", melodrama
"It's Okay, That's Love", cohabitation
"It's Okay, That's Love", rich male lead
"It's Okay, That's Love", hallucination
"It's Okay, That's Love", cheerful male lead 
Angel's Last Mission: Love,nice male lead
Angel's Last Mission: Love, warm mancold woman
Angel's Last Mission: Love, orphan female lead
Angel's Last Mission: Love, strong female lead
Angel's Last Mission: Love, opposites attract
Angel's Last Mission: Love, ballet
Angel's Last Mission: Love, rich female lead
Angel's Last Mission: Love, tearjerker
Angel's Last Mission: Love, male chases female first
Angel's Last Mission: Love, cohabitation 
Good Manager,eccentric male lead
Good Manager, corruption
Good Manager, social satire
Good Manager, bromance
Good Manager, smart male lead
Good Manager, revenge
Good Manager, enemy mine
Good Manager, smart female lead
Good Manager, strong female lead
Good Manager, character development 
Hello Monster,smart male lead
Hello Monster, investigation
Hello Monster, hidden identity
Hello Monster, female chases male first
Hello Monster, eccentric male lead
Hello Monster, slight romance
Hello Monster, bromance
Hello Monster, calm male lead
Hello Monster, hardworking female lead
Hello Monster, cold manwarm woman 
Another Miss Oh,steamy kiss
Another Miss Oh, mistaken identity
Another Miss Oh, cold manwarm woman
Another Miss Oh, precognition
Another Miss Oh, healing
Another Miss Oh, lovehate relationship
Another Miss Oh, successful male lead
Another Miss Oh, hardworking male lead
Another Miss Oh, secondary couple
Another Miss Oh, female chases male first 
Doctor Prisoner,revenge
Doctor Prisoner, smart male lead
Doctor Prisoner, corruption
Doctor Prisoner, power struggle
Doctor Prisoner, scheme
Doctor Prisoner, lying
Doctor Prisoner, smart female lead
Doctor Prisoner, heir
Doctor Prisoner, strong female lead
Doctor Prisoner, deception 
Chocolate,hospice care
Chocolate, cooking
Chocolate, healing
Chocolate, slow burn romance
Chocolate, tragic past
Chocolate, trauma
Chocolate, nice male lead
Chocolate, first love
Chocolate, compassionate female lead
Chocolate, death 
The School Nurse Files,ghostseeing female lead
The School Nurse Files, exorcism
The School Nurse Files, high school
The School Nurse Files, brave female lead
The School Nurse Files, adapted from a novel
The School Nurse Files, school
The School Nurse Files, special power
The School Nurse Files, eccentric female lead
The School Nurse Files, supernatural phenomena
The School Nurse Files, monsters 
Memorist,adapted from a webtoon
Memorist, smart female lead
Memorist, eccentric male lead
Memorist, supernatural power
Memorist, calm female lead
Memorist, investigation
Memorist, cult
Memorist, aggressive male lead
Memorist, violence
Memorist, murder 
Misaeng,office worker
Misaeng, workplace abuse
Misaeng, teamwork
Misaeng, adapted from a webtoon
Misaeng, hardworking male lead
Misaeng, smart female lead
Misaeng, strong female lead
Misaeng, nice male lead
Misaeng, hardworking female lead
Misaeng, bromance 
Love with Flaws,misunderstanding
Love with Flaws, eccentric male lead
Love with Flaws, trauma
Love with Flaws, first love
Love with Flaws, love triangle
Love with Flaws, bromance
Love with Flaws, hottempered female lead
Love with Flaws, rich male lead
Love with Flaws, sismance
Love with Flaws, strong female lead 
You Are My Spring,psychiatrist
You Are My Spring, smart male lead
You Are My Spring, childhood trauma
You Are My Spring, healing
You Are My Spring, healthy mains relationship
You Are My Spring, motherdaughter relationship
You Are My Spring, calm male lead
You Are My Spring, smart female lead
You Are My Spring, psychological
You Are My Spring, abusive parents 
Doctor Stranger,nice male lead
Doctor Stranger, scheme
Doctor Stranger, hidden identity
Doctor Stranger, kidnapping
Doctor Stranger, second chance
Doctor Stranger, north korean
Doctor Stranger, unrequited love
Doctor Stranger, fatherson relationship
Doctor Stranger, character development
Doctor Stranger, trauma 
He is Psychometric,psychometry
He is Psychometric, special power
He is Psychometric, tragic past
He is Psychometric, nice male lead
He is Psychometric, smart female lead
He is Psychometric, bromance
He is Psychometric, strong female lead
He is Psychometric, slow romance
He is Psychometric, sassy female lead
He is Psychometric, death 
"From Now On, Showtime!",supernatural
"From Now On, Showtime!", ghost
"From Now On, Showtime!", magician male lead
"From Now On, Showtime!", police officer female lead
"From Now On, Showtime!", ghostseeing male lead
"From Now On, Showtime!", slow burn romance
"From Now On, Showtime!", secret
"From Now On, Showtime!", special power
"From Now On, Showtime!", investigation
"From Now On, Showtime!", ghost supporting character 
Father Is Strange,family secret
Father Is Strange, eccentric female lead
Father Is Strange, fake incest
Father Is Strange, multiple couples
Father Is Strange, strong female lead
Father Is Strange, fatherdaughter relationship
Father Is Strange, motherdaughter relationship
Father Is Strange, motherson relationship
Father Is Strange, fatherson relationship
Father Is Strange, evil motherinlaw 
Train,parallel dimension
Train, suspense
Train, murder
Train, death
Train, tough female lead
Train, slight romance
Train, strong male lead
Train, crossworlds traveler
Train, first love
Train, orphan female lead 
The Cursed,strong female lead
The Cursed, shamanism
The Cursed, curse
The Cursed, gore
The Cursed, extreme violence
The Cursed, school bullying
The Cursed, investigation
The Cursed, occult
The Cursed, smart female lead
The Cursed, spirit 
You Are Beautiful,crossdressing
You Are Beautiful, love triangle
You Are Beautiful, gender bender
You Are Beautiful, identity swap
You Are Beautiful, singing
You Are Beautiful, twin exchange
You Are Beautiful, bromance
You Are Beautiful, cold manwarm woman
You Are Beautiful, naive female lead
You Are Beautiful, band 
To the Beautiful You,high school
To the Beautiful You, crossdressing
To the Beautiful You, adapted from a manga
To the Beautiful You, high jump
To the Beautiful You, roommates relationship
To the Beautiful You, athlete male lead
To the Beautiful You, dormitory
To the Beautiful You, popular male lead
To the Beautiful You, cold male lead
To the Beautiful You, gender bender 
Nobody Knows,strong female lead
Nobody Knows, smart female lead
Nobody Knows, murder
Nobody Knows, death
Nobody Knows, guilt
Nobody Knows, unusual friendship
Nobody Knows, calm female lead
Nobody Knows, trauma
Nobody Knows, friendship
Nobody Knows, selfharm 
Heartless City,badass male lead
Heartless City, gang
Heartless City, bromance
Heartless City, strong female lead
Heartless City, strong male lead
Heartless City, smart male lead
Heartless City, sismance
Heartless City, steamy kiss
Heartless City, orphan male lead
Heartless City, detective male lead 
Undercover,corruption
Undercover, strong female lead
Undercover, double identity
Undercover, political
Undercover, loving husband
Undercover, strong male lead
Undercover, smart female lead
Undercover, family relationship
Undercover, married couple
Undercover, smart male lead 
Peurodyusa,entertainment industry
Peurodyusa, love triangle
Peurodyusa, bossemployee relationship
Peurodyusa, unrequited love
Peurodyusa, older womanyounger man
Peurodyusa, cohabitation
Peurodyusa, secondary couple
Peurodyusa, producer female lead
Peurodyusa, producer male lead
Peurodyusa, age gap drama life 
Kill It,murder
Kill It, hidden identity
Kill It, calm male lead
Kill It, badass male lead
Kill It, strong male lead
Kill It, strong female lead
Kill It, hidden past
Kill It, suspense
Kill It, skilled killer
Kill It, veterinarian 
Mad Dog,revenge
Mad Dog, tragic past
Mad Dog, enemy mine
Mad Dog, vigilante
Mad Dog, corruption
Mad Dog, insurance
Mad Dog, strong female lead
Mad Dog, teamwork
Mad Dog, fraud
Mad Dog, investigation 
Man to Man,hidden identity
Man to Man, spy
Man to Man, bromance
Man to Man, strong male lead
Man to Man, eccentric female lead
Man to Man, eccentric male lead
Man to Man, undercover agent
Man to Man, car accident
Man to Man, smart male lead
Man to Man, roommates relationship 
High Kick!,multiple mains
High Kick!, hidden identity
High Kick!, older womanyounger man
High Kick!, death
High Kick!, divorce
High Kick!, sismance
High Kick!, murder
High Kick!, multiple couples
High Kick!, unrequited love
High Kick!, bromance 
Color Rush,obsessive male lead
Color Rush, soulmates
Color Rush, lgbtq
Color Rush, obsession
Color Rush, high school
Color Rush, student
Color Rush, web series
Color Rush, auntnephew relationship
Color Rush, psychological
Color Rush, missing person 
VIP,infidelity
VIP, strong female lead
VIP, bossemployee relationship
VIP, multiple mains
VIP, office worker
VIP, sexual harassment
VIP, extramarital affair
VIP, conglomerate
VIP, motherdaughter relationship
VIP, fatherdaughter relationship 
Seven Day Queen,joseon dynasty
Seven Day Queen, sibling rivalry
Seven Day Queen, lying
Seven Day Queen, revenge
Seven Day Queen, first love
Seven Day Queen, strong female lead
Seven Day Queen, love triangle
Seven Day Queen, royalty
Seven Day Queen, jealousy
Seven Day Queen, drama 
Birth of a Beauty,makeover
Birth of a Beauty, plastic surgery
Birth of a Beauty, rich male lead
Birth of a Beauty, transformation
Birth of a Beauty, revenge
Birth of a Beauty, cohabitation
Birth of a Beauty, food
Birth of a Beauty, hidden identity
Birth of a Beauty, misunderstanding
Birth of a Beauty, amnesia 
Imitation,entertainment industry
Imitation, youth
Imitation, rivalry
Imitation, kpop
Imitation, friendship
Imitation, unfortunate female lead
Imitation, hardworking female lead
Imitation, love square
Imitation, hardworking male lead
Imitation, sismance 
Welcome to Wedding Hell,wedding
Welcome to Wedding Hell, marriage
Welcome to Wedding Hell, family
Welcome to Wedding Hell, bright female lead
Welcome to Wedding Hell, friendship 
School 2021,high school
School 2021, student
School 2021, friendship
School 2021, mature female lead
School 2021, coming of age
School 2021, innocent male lead
School 2021, hardworking male lead
School 2021, first love
School 2021, multiple mains
School 2021, transfer student 
Once Again,divorce
Once Again, multiple couples
Once Again, multiple mains
Once Again, marriage
Once Again, bickering couple
Once Again, lovehate relationship
Once Again, secret relationship
Once Again, muteness
Once Again, motherdaughter relationship
Once Again, nice male lead 
Dear X Who Doesn't Love Me,miniseries
Dear X Who Doesn't Love Me, trauma
Dear X Who Doesn't Love Me, web series
Dear X Who Doesn't Love Me, student 
The Light in Your Eyes,life lesson
The Light in Your Eyes, family relationship
The Light in Your Eyes, time loop
The Light in Your Eyes, fatherdaughter relationship
The Light in Your Eyes, time manipulation
The Light in Your Eyes, motherdaughter relationship
The Light in Your Eyes, poor male lead
The Light in Your Eyes, double identity
The Light in Your Eyes, poor female lead
The Light in Your Eyes, first love 
Watcher,smart male lead
Watcher, smart female lead
Watcher, tragic past
Watcher, corruption
Watcher, psychological
Watcher, trauma
Watcher, nice male lead
Watcher, badass male lead
Watcher, character development
Watcher, detective fiction 
Live,teamwork
Live, violence
Live, strong female lead
Live, smart female lead
Live, male chases female first
Live, rape
Live, nice male lead
Live, investigation
Live, marriage
Live, love triangle 
The King 2 Hearts,royalty
The King 2 Hearts, strong female lead
The King 2 Hearts, badass female lead
The King 2 Hearts, reunification of korea
The King 2 Hearts, hardworking female lead
The King 2 Hearts, alternate reality
The King 2 Hearts, power struggle
The King 2 Hearts, enemies to lovers
The King 2 Hearts, north korean
The King 2 Hearts, soldier 
Life on Mars,s
Life on Mars, police procedural
Life on Mars, bromance
Life on Mars, calm male lead
Life on Mars, smart male lead
Life on Mars, hallucination
Life on Mars, strong female lead
Life on Mars, coma
Life on Mars, murder
Life on Mars, investigation 
Lost,slow burn story
Lost, depression
Lost, philosophical
Lost, fatherdaughter relationship
Lost, friendship
Lost, social realism
Lost, miscarriage
Lost, older womanyounger man
Lost, hardworking female lead
Lost, healing 
"Hello, Me!",time travel
"Hello, Me!", hardworking female lead
"Hello, Me!", adapted from a novel
"Hello, Me!", older womanyounger man
"Hello, Me!", second chance
"Hello, Me!", character development
"Hello, Me!", male chases female first
"Hello, Me!", rich male lead
"Hello, Me!", childhood connection
"Hello, Me!", fatherson relationship 
My Absolute Boyfriend,male chases female first
My Absolute Boyfriend, robot
My Absolute Boyfriend, eccentric male lead
My Absolute Boyfriend, warm mancold woman
My Absolute Boyfriend, interspecies romance
My Absolute Boyfriend, artificial intelligence
My Absolute Boyfriend, cohabitation
My Absolute Boyfriend, nice male lead
My Absolute Boyfriend, clingy male lead
My Absolute Boyfriend, female antagonist 
Oh My Baby,hardworking female lead
Oh My Baby, motherhood
Oh My Baby, reverseharem
Oh My Baby, female infertility
Oh My Baby, pregnancy
Oh My Baby, strong female lead
Oh My Baby, motherdaughter relationship
Oh My Baby, family relationship
Oh My Baby, long time friends
Oh My Baby, single father 
"At A Distance, Spring Is Green",coming of age
"At A Distance, Spring Is Green", adapted from a webtoon
"At A Distance, Spring Is Green", bromance
"At A Distance, Spring Is Green", child abuse
"At A Distance, Spring Is Green", student
"At A Distance, Spring Is Green", depression
"At A Distance, Spring Is Green", abusive parents
"At A Distance, Spring Is Green", anxiety
"At A Distance, Spring Is Green", childhood trauma
"At A Distance, Spring Is Green", hardworking male lead 
Search,survival
Search, virus
Search, investigation
Search, suspense
Search, army officer
Search, police dog
Search, demilitarized zone
Search, tragic past
Search, animal abuse
Search, smart female lead 
Operation Proposal,childhood crush
Operation Proposal, secret crush
Operation Proposal, inferiority complex
Operation Proposal, male chases female first
Operation Proposal, second chance
Operation Proposal, unrequited love
Operation Proposal, love triangle
Operation Proposal, time travel
Operation Proposal, childhood friends relationship 
Young Lady and Gentleman,older manyounger woman
Young Lady and Gentleman, tutor
Young Lady and Gentleman, single father
Young Lady and Gentleman, rich manpoor woman
Young Lady and Gentleman, bright female lead
Young Lady and Gentleman, healing
Young Lady and Gentleman, poor female lead
Young Lady and Gentleman, positive female lead
Young Lady and Gentleman, age gap drama life
Young Lady and Gentleman, childhood acquaintance 
Live On,high school
Live On, school bullying
Live On, hidden past
Live On, popular female lead
Live On, student
Live On, broadcasting club
Live On, social media
Live On, hardworking male lead
Live On, school club
Live On, smart male lead 
So Not Worth It,student
So Not Worth It, multiple mains
So Not Worth It, hardworking female lead
So Not Worth It, foreigner male lead
So Not Worth It, hardship
So Not Worth It, dormitory
So Not Worth It, brothersister relationship
So Not Worth It, bright female lead
So Not Worth It, independent female lead
So Not Worth It, sweet male lead 
Reply 1994,love triangle
Reply 1994, s
Reply 1994, student
Reply 1994, unrequited love
Reply 1994, bromance
Reply 1994, sismance
Reply 1994, multiple couples
Reply 1994, marriage
Reply 1994, nostalgia
Reply 1994, childhood friends relationship 
Melancholia,older womanyounger man
Melancholia, hidden past
Melancholia, scandal
Melancholia, corruption
Melancholia, revenge
Melancholia, dropout
Melancholia, childhood trauma
Melancholia, high school
Melancholia, slow burn romance
Melancholia, mathematics 
The Best Hit,time travel
The Best Hit, flashback to past
The Best Hit, hidden identity
The Best Hit, eccentric male lead
The Best Hit, lovehate relationship
The Best Hit, love triangle
The Best Hit, hardworking female lead
The Best Hit, fatherson relationship
The Best Hit, songwriter male lead
The Best Hit, singer male lead 
Life,power struggle
Life, nice male lead
Life, calm male lead
Life, character development
Life, suspense
Life, slight romance
Life, smart male lead
Life, strong female lead
Life, childhood friends relationship
Life, hospital setting 
Awaken,tragic past
Awaken, psychology
Awaken, eccentric male lead
Awaken, special power
Awaken, teamwork
Awaken, child abuse
Awaken, hottempered female lead
Awaken, trauma
Awaken, strong male lead
Awaken, orphan male lead 
Graceful Family,strong female lead
Graceful Family, smart female lead
Graceful Family, grandpagranddaughter relationship
Graceful Family, badass female lead
Graceful Family, calm male lead
Graceful Family, rich female lead
Graceful Family, family secret
Graceful Family, murder
Graceful Family, slow burn romance
Graceful Family, slight romance 
The Lady in Dignity,strong female lead
The Lady in Dignity, female centered plot
The Lady in Dignity, age gap drama life
The Lady in Dignity, age gap real life
The Lady in Dignity, married life
The Lady in Dignity, independent female lead
